protein1,protein2,tm_score,sequence_divergence,patristic_distance,protein1_cluster,protein2_cluster,cluster_key
P005084006085_Drosophila_miranda_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.89325,0.164,0.249606553,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005084006085_Drosophila_miranda_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.88761,0.691358024691358,2.338854421,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005084006085_Drosophila_miranda_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.91946,0.176,0.233912651,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005084006085_Drosophila_miranda_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.90384,0.691358024691358,2.338971968,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005084006085_Drosophila_miranda_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.90789,0.1967871485943775,0.28218179,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005084006085_Drosophila_miranda_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.89368,0.6652892561983471,1.867064227,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005084006085_Drosophila_miranda_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.88727,0.6721311475409837,2.062474832,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005084006085_Drosophila_miranda_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.90519,0.172,0.1990428699999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005084006085_Drosophila_miranda_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.88234,0.6954732510288066,2.340724058,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.83515,0.7591836734693878,2.525850477,Cluster_2,Cluster_4,Cluster_2_Cluster_4
P005085005288_Drosophila_mojavensis_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.84736,0.6900826446280992,2.074699243,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.84097,0.7136929460580913,2.278698156,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.93971,0.1633466135458167,0.190051163,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.85649,0.6818181818181819,2.537386437,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.85947,0.7246963562753037,2.173886244,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005085005288_Drosophila_mojavensis_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.90647,0.2048192771084337,0.378744773,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.90148,0.0196078431372549,0.019100986,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.78781,0.6548672566371682,2.065489431,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.88596,0.1887550200803213,0.402860718,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.84153,0.6983471074380165,2.637111361,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.89222,0.2048192771084337,0.3714019229999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.85569,0.6859504132231404,2.572115351,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.82931,0.6844444444444444,2.724791136,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.88787,0.1967871485943775,0.311640263,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.87879,0.1150442477876105,0.196425528,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.82608,0.6991150442477876,2.157102749,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.88771,0.2168674698795181,0.382113223,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.84852,0.6942148760330579,2.57106935,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.83389,0.6942148760330579,2.58915818,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.85234,0.6900826446280992,2.609438918,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.88548,0.2008032128514056,0.356084271,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.89178,0.2168674698795181,0.408059354,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.76721,0.7068965517241379,2.395650144,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.89778,0.1532258064516128,0.210025315,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.84282,0.6846473029045643,2.187553117,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.84731,0.71900826446281,2.497281109,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.83627,0.71900826446281,2.497281109,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.89415,0.2248995983935743,0.369908375,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.84582,0.6790123456790124,2.144229916,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.87718,0.0909090909090909,0.096291681,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.83063,0.6970954356846473,2.362274184,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.88777,0.1434262948207171,0.186952969,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.81261,0.6798245614035088,2.0645694370000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.88294,0.2088353413654619,0.385169906,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.8358,0.7155555555555555,2.645694535,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.84941,0.7056277056277056,2.727048254,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.8839,0.2008032128514056,0.3142979489999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.75158,0.7115384615384616,2.819022787,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.84184,0.7012448132780082,2.692732721,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.86102,0.7148760330578512,2.79391907,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.89361,0.2128514056224899,0.3726596459999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.8464,0.6942148760330579,2.575057527,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.88742,0.2128514056224899,0.376534789,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.84827,0.6900826446280992,2.573083819,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.84841,0.71900826446281,2.433116363,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.8825,0.2248995983935743,0.338762757,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.80324,0.673728813559322,2.114269296,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.93144,0.0355731225296442,0.0426496029999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.84597,0.6680497925311204,2.0770058980000004,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.84186,0.6887966804979253,2.184198849,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.88632,0.1274900398406374,0.159719901,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.84218,0.6680497925311204,2.07268803,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.85387,0.6942148760330579,2.481267154,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.84361,0.6979591836734693,2.104143745,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005085005288_Drosophila_mojavensis_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.89007,0.2289156626506023,0.365870196,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.84812,0.71900826446281,2.429163376,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.89112,0.2248995983935743,0.338762757,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.89498,0.2128514056224899,0.39695071,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.88656,0.2208835341365461,0.40010268,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.8403,0.6983471074380165,2.583171031,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.88902,0.2208835341365461,0.3765644529999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.84169,0.6900826446280992,2.56919245,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.8833,0.2409638554216867,0.396608459,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.79814,0.7064220183486238,2.673944373,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.83722,0.7112970711297071,2.693607099,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.84749,0.71900826446281,2.454048394,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.85034,0.6979591836734693,2.0743538470000003,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005085005288_Drosophila_mojavensis_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.8815,0.2289156626506023,0.351721759,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.89012,0.2048192771084337,0.39232137,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.84684,0.7066115702479339,2.566059894,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.84691,0.7107438016528926,2.573368246,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.88101,0.2168674698795181,0.412631148,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.87391,0.2369477911646585,0.40407554,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.85196,0.7024793388429752,2.571214182,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.88513,0.2168674698795181,0.388381638,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.84271,0.6859504132231404,2.571331729,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.9028,0.1274900398406374,0.159719901,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.84431,0.6721991701244814,2.099423988,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.84054,0.691358024691358,2.294834593,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.89786,0.1485943775100401,0.246689865,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005085005288_Drosophila_mojavensis_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.84465,0.6900826446280992,2.573083819,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.91021,0.7875,2.794136077,Cluster_1,Cluster_4,Cluster_1_Cluster_4
P005085005289_Drosophila_mojavensis_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.94841,0.3070539419087137,0.438007361,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.88333,0.4647302904564315,0.89175255,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.85706,0.6440677966101696,2.037746229,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.88506,0.4854771784232365,0.986488657,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.87736,0.6639004149377593,1.911817448,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005085005289_Drosophila_mojavensis_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.86822,0.649789029535865,1.999782325,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.87181,0.6779661016949152,2.108421054,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.8407,0.0707964601769911,0.0669818289999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.87273,0.6793248945147679,2.02389827,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.88398,0.4647302904564315,1.086213581,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.85191,0.6540084388185654,1.992439475,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.87164,0.4896265560165975,1.021217571,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.86191,0.4657534246575342,1.173893356,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.87913,0.6540084388185654,1.932677815,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.83352,0.6621004566210046,1.995554592,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.87484,0.3136363636363636,0.5204108669999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.87484,0.6666666666666667,2.003150775,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.88935,0.4564315352697096,1.02017157,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.87043,0.4647302904564315,1.0382604,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.92295,0.4730290456431535,1.058541138,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.87758,0.6666666666666667,1.977121823,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.84037,0.6708860759493671,2.029096906,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.76335,0.4741379310344827,0.8447523640000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.85351,0.6779661016949152,2.107993743,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.92904,0.3983402489626556,0.636655337,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.91297,0.4605809128630705,0.946383329,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.86579,0.4605809128630705,0.946383329,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.84982,0.6624472573839663,1.913055153,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.91793,0.1659751037344398,0.18173312,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.85008,0.6864406779661016,2.078125643,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.87299,0.4979253112033195,0.975328578,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.8844,0.6694915254237288,2.034648035,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.86687,0.2600896860986547,0.427877555,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.87967,0.649789029535865,2.006207458,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.86827,0.4840182648401826,1.094796755,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.8761,0.4533333333333333,1.176150474,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.86979,0.649789029535865,1.935335501,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.7824,0.5123152709359606,1.268125007,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.8695,0.4875,1.141834941,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.8715,0.525,1.24302129,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.86136,0.6624472573839663,1.993697198,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.91127,0.4688796680497925,1.024159747,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.87594,0.6666666666666667,1.997572341,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.89711,0.4688796680497925,1.022186039,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.92807,0.4439834024896265,0.882218583,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.89126,0.6582278481012658,1.881909535,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.84702,0.673728813559322,2.114269296,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.85899,0.673728813559322,2.099364507,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.93543,0.1078838174273858,0.114509102,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.91893,0.2697095435684647,0.4283738609999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.87494,0.6652542372881356,2.057688329,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.92811,0.2323651452282157,0.316863042,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.9363,0.4564315352697096,0.930369374,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.87089,0.6736401673640167,1.842074949,Cluster_1,Cluster_3,Cluster_1_Cluster_3
