protein1,protein2,tm_score,sequence_divergence,patristic_distance
P005086002813_Drosophila_navojoa_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.90277,0.22891566265060237,0.323857968
P005086002813_Drosophila_navojoa_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.9032,0.20481927710843373,0.382045921
P005086002813_Drosophila_navojoa_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.89412,0.2168674698795181,0.385197891
P005086002813_Drosophila_navojoa_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.85271,0.6983471074380165,2.568266242
P005086002813_Drosophila_navojoa_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.90153,0.21285140562248994,0.361659664
P005086002813_Drosophila_navojoa_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.8585,0.6900826446280992,2.554287661
P005086002813_Drosophila_navojoa_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.89121,0.23694779116465858,0.38170367
P005086002813_Drosophila_navojoa_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.80033,0.7110091743119267,2.659039584
P005086002813_Drosophila_navojoa_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.84065,0.7071129707112971,2.67870231
P005086002813_Drosophila_navojoa_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.86223,0.7231404958677685,2.439143605
P005086002813_Drosophila_navojoa_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.86891,0.6938775510204082,2.059449058
P005086002813_Drosophila_navojoa_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.89525,0.22891566265060237,0.33681697
P005086002813_Drosophila_navojoa_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.89706,0.20481927710843373,0.377416581
P005086002813_Drosophila_navojoa_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.85547,0.7066115702479339,2.551155105
P005086002813_Drosophila_navojoa_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.85696,0.7107438016528926,2.558463457
P005086002813_Drosophila_navojoa_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.887,0.2168674698795181,0.397726359
P005086002813_Drosophila_navojoa_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.88305,0.23293172690763053,0.389170751
P005086002813_Drosophila_navojoa_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.85486,0.7024793388429752,2.556309393
P005086002813_Drosophila_navojoa_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.8938,0.21285140562248994,0.373476849
P005086002813_Drosophila_navojoa_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.85394,0.6859504132231404,2.55642694
P005086002813_Drosophila_navojoa_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.91038,0.124,0.144815112
P005086002813_Drosophila_navojoa_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.86007,0.6721991701244814,2.0845191990000003
P005086002813_Drosophila_navojoa_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.85132,0.691358024691358,2.279929804
P005086002813_Drosophila_navojoa_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.90578,0.15662650602409633,0.23178507599999998
P005086002813_Drosophila_navojoa_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.86294,0.6900826446280992,2.55817903
P005086003013_Drosophila_navojoa_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.90576,0.7836734693877551,2.7568726789999998
P005086003013_Drosophila_navojoa_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.95203,0.2764227642276422,0.40074396300000004
P005086003013_Drosophila_navojoa_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.92414,0.44715447154471544,0.854489152
P005086003013_Drosophila_navojoa_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.88689,0.6348547717842323,2.0004828310000002
P005086003013_Drosophila_navojoa_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.91899,0.467479674796748,0.9492252590000001
P005086003013_Drosophila_navojoa_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.90181,0.6707317073170731,1.87455405
P005086003013_Drosophila_navojoa_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.90297,0.6487603305785123,1.962518927
P005086003013_Drosophila_navojoa_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.89351,0.6721991701244814,2.071157656
P005086003013_Drosophila_navojoa_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.86654,0.06493506493506496,0.065729237
P005086003013_Drosophila_navojoa_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.89351,0.6694214876033058,1.986634872
P005086003013_Drosophila_navojoa_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.89469,0.44308943089430897,1.048950183
P005086003013_Drosophila_navojoa_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.88346,0.6487603305785123,1.955176077
P005086003013_Drosophila_navojoa_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.9045,0.47560975609756095,0.9839541730000001
P005086003013_Drosophila_navojoa_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.88288,0.4375,1.136629958
P005086003013_Drosophila_navojoa_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.90445,0.6487603305785123,1.895414417
P005086003013_Drosophila_navojoa_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.86161,0.6473214285714286,1.958291194
P005086003013_Drosophila_navojoa_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.89123,0.28888888888888886,0.48314746899999994
P005086003013_Drosophila_navojoa_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.89366,0.6570247933884297,1.965887377
P005086003013_Drosophila_navojoa_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.9063,0.4349593495934959,0.9829081719999999
P005086003013_Drosophila_navojoa_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.89095,0.4390243902439024,1.000997002
P005086003013_Drosophila_navojoa_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.92671,0.4512195121951219,1.02127774
P005086003013_Drosophila_navojoa_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.89386,0.6611570247933884,1.9398584250000002
P005086003013_Drosophila_navojoa_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.87326,0.6652892561983471,1.991833508
P005086003013_Drosophila_navojoa_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.81006,0.4345991561181435,0.807488966
P005086003013_Drosophila_navojoa_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.88156,0.6639004149377593,2.0707303450000003
P005086003013_Drosophila_navojoa_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.97122,0.3617886178861789,0.599391939
P005086003013_Drosophila_navojoa_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.94393,0.4227642276422764,0.909119931
P005086003013_Drosophila_navojoa_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.89841,0.4227642276422764,0.909119931
P005086003013_Drosophila_navojoa_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.87902,0.6487603305785123,1.875791755
P005086003013_Drosophila_navojoa_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.95506,0.10569105691056913,0.113792742
P005086003013_Drosophila_navojoa_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.88504,0.6804979253112033,2.040862245
P005086003013_Drosophila_navojoa_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.90297,0.4796747967479674,0.9380651799999999
P005086003013_Drosophila_navojoa_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.90207,0.6556016597510373,1.9973846370000001
P005086003013_Drosophila_navojoa_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.88857,0.24122807017543857,0.390614157
P005086003013_Drosophila_navojoa_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.90046,0.6446280991735538,1.96894406
P005086003013_Drosophila_navojoa_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.89335,0.46875,1.057533357
P005086003013_Drosophila_navojoa_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.90189,0.4347826086956522,1.138887076
P005086003013_Drosophila_navojoa_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.90137,0.6446280991735538,1.8980721029999998
P005086003013_Drosophila_navojoa_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.81025,0.4951923076923077,1.230861609
P005086003013_Drosophila_navojoa_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.89073,0.46122448979591835,1.104571543
P005086003013_Drosophila_navojoa_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.90398,0.5061224489795919,1.205757892
P005086003013_Drosophila_navojoa_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.89559,0.6570247933884297,1.9564338000000001
P005086003013_Drosophila_navojoa_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.93553,0.44715447154471544,0.986896349
P005086003013_Drosophila_navojoa_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.89463,0.6611570247933884,1.9603089430000002
P005086003013_Drosophila_navojoa_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.9122,0.44715447154471544,0.984922641
P005086003013_Drosophila_navojoa_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.943,0.41056910569105687,0.8449551850000001
P005086003013_Drosophila_navojoa_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.90573,0.6446280991735538,1.844646137
P005086003013_Drosophila_navojoa_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.87534,0.6680497925311204,2.0770058980000004
P005086003013_Drosophila_navojoa_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.91697,0.10788381742738584,0.114509102
P005086003013_Drosophila_navojoa_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.88637,0.6680497925311204,2.0621011090000003
P005086003013_Drosophila_navojoa_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.9327,0.26016260162601623,0.391110463
P005086003013_Drosophila_navojoa_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.89373,0.6514522821576764,2.020424931
P005086003013_Drosophila_navojoa_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.94625,0.21544715447154472,0.27959964400000004
P005086003013_Drosophila_navojoa_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.98003,0.426829268292683,0.893105976
P005086003013_Drosophila_navojoa_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.89094,0.6762295081967213,1.8048115509999998
P005086003013_Drosophila_navojoa_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.91225,0.6446280991735538,1.8717535760000001
P005086003013_Drosophila_navojoa_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.97847,0.41056910569105687,0.841002198
P005086003013_Drosophila_navojoa_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.89764,0.6446280991735538,1.844646137
P005086003013_Drosophila_navojoa_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.88104,0.6446280991735538,1.980724864
P005086003013_Drosophila_navojoa_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.89542,0.6611570247933884,1.9838768340000001
P005086003013_Drosophila_navojoa_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.90745,0.4390243902439024,0.995009853
P005086003013_Drosophila_navojoa_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.87625,0.6611570247933884,1.9603386070000002
P005086003013_Drosophila_navojoa_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.94143,0.44715447154471544,0.9810312720000001
P005086003013_Drosophila_navojoa_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.89971,0.654320987654321,1.980382613
P005086003013_Drosophila_navojoa_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.8478,0.4495412844036697,1.085783195
P005086003013_Drosophila_navojoa_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.89154,0.4732510288065843,1.105445921
P005086003013_Drosophila_navojoa_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.93339,0.4065040650406504,0.865887216
P005086003013_Drosophila_navojoa_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.90756,0.6516393442622951,1.775021653
P005086003013_Drosophila_navojoa_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.90425,0.6487603305785123,1.8576051390000001
P005086003013_Drosophila_navojoa_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.89432,0.6666666666666667,1.976095524
P005086003013_Drosophila_navojoa_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.91226,0.44308943089430897,0.9778987160000001
P005086003013_Drosophila_navojoa_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.90001,0.4512195121951219,0.985207068
P005086003013_Drosophila_navojoa_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.89452,0.6666666666666667,1.996405302
P005086003013_Drosophila_navojoa_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.88439,0.6584362139917695,1.9878496940000001
P005086003013_Drosophila_navojoa_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.91213,0.44715447154471544,0.9830530040000001
P005086003013_Drosophila_navojoa_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.89395,0.6611570247933884,1.9721557920000001
P005086003013_Drosophila_navojoa_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.90846,0.44308943089430897,0.983170551
P005086003013_Drosophila_navojoa_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.89521,0.6514522821576764,2.020424931
P005086003013_Drosophila_navojoa_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.98665,0.22764227642276424,0.306335602
P005086003013_Drosophila_navojoa_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.95108,0.34285714285714286,0.554592707
P005086003013_Drosophila_navojoa_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.88505,0.6446280991735538,1.937286011
P005086003013_Drosophila_navojoa_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.94404,0.44715447154471544,0.984922641
P005087007713_Drosophila_novamexicana_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.89354,0.7755102040816326,2.86406563
P005087007713_Drosophila_novamexicana_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.92979,0.33333333333333337,0.507936914
P005087007713_Drosophila_novamexicana_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.9106,0.483739837398374,0.961682103
P005087007713_Drosophila_novamexicana_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.87817,0.6639004149377593,2.107675782
P005087007713_Drosophila_novamexicana_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.91013,0.47560975609756095,1.05641821
P005087007713_Drosophila_novamexicana_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.89525,0.6910569105691057,1.981747001
P005087007713_Drosophila_novamexicana_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.88428,0.6611570247933884,2.069711878
P005087007713_Drosophila_novamexicana_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.89344,0.6929460580912863,2.178350607
P005087007713_Drosophila_novamexicana_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.8703,0.2640692640692641,0.379593996
P005087007713_Drosophila_novamexicana_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.88993,0.6776859504132231,2.093827823
P005087007713_Drosophila_novamexicana_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.93872,0.44308943089430897,1.1561431340000001
P005087007713_Drosophila_novamexicana_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.87476,0.6570247933884297,2.062369028
P005087007713_Drosophila_novamexicana_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.8987,0.483739837398374,1.091147124
P005087007713_Drosophila_novamexicana_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.89003,0.46875,1.243822909
P005087007713_Drosophila_novamexicana_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.89805,0.6570247933884297,2.002607368
P005087007713_Drosophila_novamexicana_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.8571,0.6785714285714286,2.065484145
P005087007713_Drosophila_novamexicana_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.89709,0.3555555555555555,0.59034042
P005087007713_Drosophila_novamexicana_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.89159,0.6735537190082644,2.0730803279999996
P005087007713_Drosophila_novamexicana_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.93425,0.467479674796748,1.090101123
P005087007713_Drosophila_novamexicana_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.89355,0.44715447154471544,1.1081899530000001
P005087007713_Drosophila_novamexicana_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.93837,0.44308943089430897,1.128470691
P005087007713_Drosophila_novamexicana_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.89289,0.6735537190082644,2.047051376
P005087007713_Drosophila_novamexicana_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.86314,0.6776859504132231,2.099026459
P005087007713_Drosophila_novamexicana_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.80126,0.44303797468354433,0.914681917
P005087007713_Drosophila_novamexicana_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.87388,0.6846473029045643,2.177923296
P005087007713_Drosophila_novamexicana_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.92608,0.38617886178861793,0.70658489
P005087007713_Drosophila_novamexicana_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.9234,0.467479674796748,1.016312882
P005087007713_Drosophila_novamexicana_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.89267,0.467479674796748,1.016312882
P005087007713_Drosophila_novamexicana_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.87005,0.6694214876033058,1.982984706
P005087007713_Drosophila_novamexicana_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.92974,0.2642276422764228,0.458334481
P005087007713_Drosophila_novamexicana_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.87626,0.7012448132780082,2.148055196
P005087007713_Drosophila_novamexicana_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.93619,0.5,1.045258131
P005087007713_Drosophila_novamexicana_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.90451,0.6763485477178424,2.1045775879999997
P005087007713_Drosophila_novamexicana_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.89288,0.29385964912280704,0.49780710799999994
P005087007713_Drosophila_novamexicana_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.89797,0.6570247933884297,2.076137011
P005087007713_Drosophila_novamexicana_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.8978,0.4776785714285714,1.164726308
P005087007713_Drosophila_novamexicana_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.90768,0.4478260869565217,1.246080027
P005087007713_Drosophila_novamexicana_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.87948,0.6611570247933884,2.005265054
P005087007713_Drosophila_novamexicana_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.80927,0.5336538461538461,1.33805456
P005087007713_Drosophila_novamexicana_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.8937,0.5061224489795919,1.211764494
P005087007713_Drosophila_novamexicana_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.90049,0.5428571428571429,1.3129508429999999
P005087007713_Drosophila_novamexicana_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.87957,0.6776859504132231,2.063626751
P005087007713_Drosophila_novamexicana_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.91151,0.4390243902439024,1.0940892999999998
P005087007713_Drosophila_novamexicana_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.892,0.6735537190082644,2.0675018940000003
P005087007713_Drosophila_novamexicana_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.93124,0.44715447154471544,1.0921155919999999
P005087007713_Drosophila_novamexicana_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.95537,0.4552845528455285,0.952148136
P005087007713_Drosophila_novamexicana_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.93549,0.6694214876033058,1.951839088
P005087007713_Drosophila_novamexicana_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.87112,0.6887966804979253,2.184198849
P005087007713_Drosophila_novamexicana_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.90076,0.26970954356846477,0.42837386099999997
P005087007713_Drosophila_novamexicana_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.87586,0.6887966804979253,2.16929406
P005087007713_Drosophila_novamexicana_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.9327,0.26016260162601623,0.391110463
P005087007713_Drosophila_novamexicana_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.89245,0.6804979253112033,2.127617882
P005087007713_Drosophila_novamexicana_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.96949,0.2479674796747967,0.317759183
P005087007713_Drosophila_novamexicana_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.92756,0.4878048780487805,1.000298927
P005087007713_Drosophila_novamexicana_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.89546,0.6926229508196722,1.9120045019999998
P005087007713_Drosophila_novamexicana_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.8805,0.6735537190082644,1.9789465270000002
P005087007713_Drosophila_novamexicana_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.92919,0.4552845528455285,0.948195149
P005087007713_Drosophila_novamexicana_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.87755,0.6694214876033058,1.951839088
P005087007713_Drosophila_novamexicana_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.86999,0.6652892561983471,2.087917815
P005087007713_Drosophila_novamexicana_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.8926,0.6776859504132231,2.091069785
P005087007713_Drosophila_novamexicana_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.92539,0.44308943089430897,1.102202804
P005087007713_Drosophila_novamexicana_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.8637,0.6776859504132231,2.067531558
P005087007713_Drosophila_novamexicana_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.9176,0.44715447154471544,1.088224223
P005087007713_Drosophila_novamexicana_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.92806,0.6790123456790124,2.0875755639999998
P005087007713_Drosophila_novamexicana_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.85256,0.45412844036697253,1.192976146
P005087007713_Drosophila_novamexicana_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.89638,0.5020576131687242,1.2126388719999999
P005087007713_Drosophila_novamexicana_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.96383,0.4512195121951219,0.973080167
P005087007713_Drosophila_novamexicana_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.91097,0.6762295081967213,1.882214604
P005087007713_Drosophila_novamexicana_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.93287,0.6652892561983471,1.9647980900000002
P005087007713_Drosophila_novamexicana_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.89169,0.6748971193415638,2.083288475
P005087007713_Drosophila_novamexicana_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.938,0.44715447154471544,1.085091667
P005087007713_Drosophila_novamexicana_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.92923,0.4552845528455285,1.0924000189999998
P005087007713_Drosophila_novamexicana_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.90754,0.6707818930041152,2.103598253
P005087007713_Drosophila_novamexicana_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.87821,0.6748971193415638,2.095042645
P005087007713_Drosophila_novamexicana_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.91237,0.45934959349593496,1.0902459549999999
P005087007713_Drosophila_novamexicana_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.89155,0.6776859504132231,2.079348743
P005087007713_Drosophila_novamexicana_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.93046,0.44715447154471544,1.090363502
P005087007713_Drosophila_novamexicana_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.88231,0.6804979253112033,2.127617882
P005087007713_Drosophila_novamexicana_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.94021,0.2642276422764228,0.344495141
P005087007713_Drosophila_novamexicana_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.92649,0.40816326530612246,0.661785658
P005087007713_Drosophila_novamexicana_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.87755,0.6694214876033058,2.044478962
P005087007713_Drosophila_novamexicana_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.91594,0.44715447154471544,1.0921155919999999
P005087007760_Drosophila_novamexicana_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.86427,0.7346938775510203,2.46926951
P005087007760_Drosophila_novamexicana_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.88391,0.6694214876033058,2.018118276
P005087007760_Drosophila_novamexicana_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.88253,0.7219917012448133,2.222117189
P005087007760_Drosophila_novamexicana_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.90663,0.11155378486055778,0.13347019599999999
P005087007760_Drosophila_novamexicana_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.88645,0.6818181818181819,2.48080547
P005087007760_Drosophila_novamexicana_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.90237,0.7004048582995952,2.117305277
P005087007760_Drosophila_novamexicana_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.90537,0.1807228915662651,0.322163806
P005087007760_Drosophila_novamexicana_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.91733,0.12749003984063745,0.153871659
P005087007760_Drosophila_novamexicana_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.8204,0.6460176991150443,2.008908464
P005087007760_Drosophila_novamexicana_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.94797,0.1606425702811245,0.34627975099999997
P005087007760_Drosophila_novamexicana_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.87338,0.7066115702479339,2.580530394
P005087007760_Drosophila_novamexicana_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.92026,0.1686746987951807,0.31482095600000004
P005087007760_Drosophila_novamexicana_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.87179,0.6942148760330579,2.515534384
P005087007760_Drosophila_novamexicana_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.86435,0.6844444444444444,2.668210169
P005087007760_Drosophila_novamexicana_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.94806,0.17269076305220887,0.255059296
P005087007760_Drosophila_novamexicana_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.88281,0.07964601769911506,0.139844561
P005087007760_Drosophila_novamexicana_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.85576,0.6991150442477876,2.100521782
P005087007760_Drosophila_novamexicana_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.94908,0.1887550200803213,0.325532256
